sku,brand,product_name,variant,perfume_type,gender,ml,barcode,sale_price,original_price,available,source_site,source_url,scraped_at
PARCDEPACOPER200,PARIS CORNER,DESODORANTE PARIS CORNER QISSA DELICIOUS PERFUME SPRAY 200 ML MUJER,,PERFUME,Mujer,200,,3200,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/paris-corner/desodorante-paris-corner-qissa-delicious-perfume-spray-200-ml-mujer/,2026-05-30
PARCDEPACOPER200,PARIS CORNER,DESODORANTE PARIS CORNER KHAIR FELICITY PERFUME SPRAY 200 ML MUJER,,PERFUME,Mujer,200,,3200,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/paris-corner/desodorante-paris-corner-khair-felicity-perfume-spray-200-ml-mujer/,2026-05-30
PARCDEPACOPER200,PARIS CORNER,DESODORANTE PARIS CORNER KHAIR CONFECTION PERFUME SPRAY 200 ML MUJER,,PERFUME,Mujer,200,,3200,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/paris-corner/desodorante-paris-corner-khair-confection-perfume-spray-200-ml-mujer/,2026-05-30
RASPERADAPER90,RASASI,PERFUME RASASI DARLING CHARMING FEMME EDT 90 ML MUJER,,PERFUME,Mujer,90,,17990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/rasasi/perfume-rasasi-darling-charming-femme-edt-90-ml-mujer/,2026-05-30
RASPERADAPER90,RASASI,PERFUME RASASI DARLING ADORABLE FEMME EDT 90 ML MUJER,,PERFUME,Mujer,90,,17990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/rasasi/perfume-rasasi-darling-adorable-femme-edt-90-ml-mujer/,2026-05-30
RASPERAOUPER80,RASASI,PERFUME RASASI OUD ROUGE RED EDP 80ML MUJER,,PERFUME,Mujer,80,,17990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/rasasi/perfume-rasasi-oud-rouge-red-edp-80ml-mujer/,2026-05-30
RASPERABEPER100,RASASI,PERFUME RASASI BEEZER SILVER EDP 100 ML MUJER,,PERFUME,Mujer,100,,17990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/rasasi/perfume-rasasi-beezer-silver-edp-100-ml-mujer/,2026-05-30
RASPERAGLPER100,RASASI,PERFUME RASASI GLORIOUS PINK 100ML EDP MUJER,,PERFUME,Mujer,100,,17990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/rasasi/perfume-rasasi-glorious-pink-100ml-edp-mujer/,2026-05-30
FRAWPEFRWOPER50,FRAGRANCE WORLD,PERFUME FRAGRANCE WORLD SHALINA EXCLUSIVE EDP 50ML MUJER,,PERFUME,Mujer,50,,3990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/fragrance-world/perfume-fragrance-world-shalina-exclusive-edp-50ml-mujer/,2026-05-30
FRAWPEFRWOPER100,FRAGRANCE WORLD,PERFUME FRAGRANCE WORLD ROSE SEDUCTION SECRET SUNKISSED EDP 100ML MUJER,,PERFUME,Mujer,100,,12990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/fragrance-world/perfume-fragrance-world-rose-seduction-secret-sunkissed-edp-100ml-mujer/,2026-05-30
FRAWPEFRWOPER100,FRAGRANCE WORLD,PERFUME FRAGRANCE WORLD LA VIDA ES BELLA EDP 100ML MUJER,,PERFUME,Mujer,100,,13990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/fragrance-world/perfume-fragrance-world-la-vida-es-bella-edp-100ml-mujer/,2026-05-30
ALABPEALABPER100,AL ABSAR,PERFUME AL ABSAR HASAA EDP 100ML MUJER – BLACK OPIUM OVER RED,,PERFUME,Mujer,100,,24990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/al-absar/perfume-al-absar-hasaa-edp-100ml-mujer-black-opium-over-red/,2026-05-30
ALABPEALABPER100,AL ABSAR,PERFUME AL ABSAR MAGHRI PERFUME EDP 100ML MUJER,,PERFUME,Mujer,100,,24990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/al-absar/perfume-al-absar-maghri-perfume-edp-100ml-mujer/,2026-05-30
ALABPEALABPER100,AL ABSAR,PERFUME AL ABSAR SAHER PERFUME EDP 100ML MUJER – SCANDAL,,PERFUME,Mujer,100,,17990,,True,lacasadelperfume.cl,https://lacasadelperfume.cl/tienda/tienda/al-absar/perfume-al-absar-saher-perfume-edp-100ml-mujer-scandal/,2026-05-30
