sku,brand,product_name,variant,perfume_type,gender,ml,barcode,sale_price,original_price,available,source_site,source_url,scraped_at
LATRRAPUDEEDP100,LATTAFA RAVE,RAVE PURE DESIRE EDP 100 ML MUJER,,EDP,Mujer,100,,1190000,4999000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-pure-desire-edp-100-ml-mujer,2026-05-28
LATLAAJPIEDP60,LATTAFA,LATTAFA AJWAD PINK TO PINK EDP 60 ML MUJER,,EDP,Mujer,60,,1490000,3499000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-ajwad-pink-to-pink-edp-60-ml-mujer,2026-05-28
LATLARASIEDP100,LATTAFA,LATTAFA RAED SILVER EDP 100 ML UNISEX,,EDP,Unisex,100,,1390000,5299000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-raed-silver-edp-100-ml-unisex,2026-05-28
LATLASEEDEDP100,LATTAFA,LATTAFA SEHR EDP 100 ML UNISEX,,EDP,Unisex,100,,2890000,7999000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-sehr-edp-100-ml-unisex,2026-05-28
LATLABAALEDP100,LATTAFA,LATTAFA BADEE AL OUD EDP 100 ML + DEO SPRAY 200 ML SET 2 PCS,,EDP,Unisex,100,,2790000,4799000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-badee-al-oud-edp-100-ml-deo-spray-200-ml-set-2-pcs,2026-05-28
LATLATEEDEDP100,LATTAFA,LATTAFA TERIAQ EDP 100 ML UNISEX,,EDP,Unisex,100,,2490000,5699000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-teriaq-edp-100-ml-unisex,2026-05-28
LATLAALDUEDP100,LATTAFA,LATTAFA AL DUR AL MAKNOON SILVER EDP SET 100 ML + DEO SPRAY 200ML UNISEX,,EDP,Unisex,100,,1290000,3099000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-al-dur-al-maknoon-silver-edp-set-100-ml-unisex-perfume-spray-200ml-unisex,2026-05-28
LATLAAFEDEDP100,LATTAFA,LATTAFA AFEEF EDP 100 ML UNISEX,,EDP,Unisex,100,,3590000,5899000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-afeef-edp-100-ml-unisex,2026-05-28
DIOJADIEDEDP150,DIOR,JADORE DIOR EDP 150 ML MUJER,,EDP,Mujer,150,,21590000,,True,lodoro.cl,https://www.lodoro.cl/products/dior-jadore-edp-150ml-mujer,2026-05-28
DIODIPOGIEDT100,DIOR,DIOR POISON GIRL EDT 100 ML MUJER,,EDT,Mujer,100,,14390000,,True,lodoro.cl,https://www.lodoro.cl/products/dior-poison-girl-edt-100ml-mujer,2026-05-28
AIRALGEDIUNK100,AIR-VAL,ALCOHOL GEL DINO 100ML + MASC AIR-VAL,,Unknown,Unknown,100,,299000,890000,False,lodoro.cl,https://www.lodoro.cl/products/alcohol-gel-dino-100ml-masc-air-val,2026-05-28
LATLAPRSHEDP100,LATTAFA,LATTAFA PRIDE SHAHEEN SILVER EDP 100 ML UNISEX,,EDP,Unisex,100,,2490000,7399000,True,lodoro.cl,https://www.lodoro.cl/products/lattafa-pride-shaheen-silver-edp-100-ml-unisex,2026-05-28
ARIGPEARGRPER100,ARIANA GRANDE,PERFUME ARIANA GRANDE MOD BLUSH EDP 100ML MUJER ORIGINAL,,PERFUME,Mujer,100,,4990000,8199000,True,lodoro.cl,https://www.lodoro.cl/products/perfume-ariana-grande-mod-blush-edp-100ml-mujer-original,2026-05-28
KHAKHSHEDEDP100,KHADLAJ,KHADLAJ SHIYAAKA EDP 100ML MUJER,,EDP,Mujer,100,,1990000,2799000,True,lodoro.cl,https://www.lodoro.cl/products/khadlaj-shiyaaka-edp-100ml-mujer,2026-05-28
DIODISAEDEDP200,DIOR,DIOR SAUVAGE EDP 200 ML HOMBRE,,EDP,Hombre,200,,22290000,,True,lodoro.cl,https://www.lodoro.cl/products/dior-sauvage-edp-200-ml-hombre,2026-05-28
DIOMIDIEAPAR100,DIOR,MISS DIOR EAU DE PARFUM 100ML MUJER,,PARFUM,Mujer,100,,17290000,,True,lodoro.cl,https://www.lodoro.cl/products/miss-dior-eau-de-parfum-100ml-mujer,2026-05-28
AJMAJSHEDEDP90,AJMAL,AJMAL SHIRO EDP 90 ML HOMBRE,,EDP,Hombre,90,,2490000,4590000,True,lodoro.cl,https://www.lodoro.cl/products/ajmal-shiro-edp-90-ml-hombre,2026-05-28
KHAKHSHBLEDP100,KHADLAJ,KHADLAJ SHIYAAKA BLUE EDP 100ML HOMBRE,,EDP,Hombre,100,,2190000,2599000,True,lodoro.cl,https://www.lodoro.cl/products/khadlaj-shiyaaka-blue-edp-100ml-hombre,2026-05-28
AJMAJSHEDEDP75,AJMAL,AJMAL SHINE EDP 75 ML MUJER,,EDP,Mujer,75,,2990000,4990000,True,lodoro.cl,https://www.lodoro.cl/products/ajmal-shine-edp-75-ml-mujer,2026-05-28
AJMAJAUSUEDP75,AJMAL,AJMAL AURUM SUMMER EDP 75 ML MUJER,,EDP,Mujer,75,,3190000,4990000,True,lodoro.cl,https://www.lodoro.cl/products/perfume-aurum-summer-edp-75-ml-mujer,2026-05-28
EMPAEMARELUNK100,EMPORIO ARMANI,EMPORIO ARMANI EL 100 ML HOMBRE,,Unknown,Hombre,100,,5990000,9899000,True,lodoro.cl,https://www.lodoro.cl/products/emporio-armani-el-100-ml-hombre,2026-05-28
AJMAJBLEDEDP90,AJMAL,AJMAL BLU EDP 90 ML HOMBRE,,EDP,Hombre,90,,2190000,4990000,True,lodoro.cl,https://www.lodoro.cl/products/perfume-blu-edp-90-ml-hombre,2026-05-28
KHAKHSENIEDP100,KHADLAJ,KHADLAJ SENSUOS NIGHT EDP 100ML MUJER,,EDP,Mujer,100,,1390000,2799000,True,lodoro.cl,https://www.lodoro.cl/products/khadlaj-sensuos-night-edp-100ml-mujer,2026-05-28
HEAHEMOEDEDT100,HEAD,HEAD MOTION EDT 100ML HOMBRE,,EDT,Hombre,100,,899000,1699000,True,lodoro.cl,https://www.lodoro.cl/products/head-motion-edt-100ml-hombre,2026-05-28
HEAHEBLEDEDT100,HEAD,HEAD BLISS EDT 100ML MUJER,,EDT,Mujer,100,,899000,1699000,True,lodoro.cl,https://www.lodoro.cl/products/head-bliss-edt-100ml-mujer,2026-05-28
PACRRALAMIEDP80,PACO RABANNE,RABANNE LADY MILLION EDP 80 ML MUJER,,EDP,Mujer,80,,8090000,8290000,True,lodoro.cl,https://www.lodoro.cl/products/lady-million-by-rabanne-edp-80-ml-mujer,2026-05-28
LANLALAVIEDP75,LANCOME,LANCOME LA VIE EST BELLE EDP 75 ML MUJER,,EDP,Mujer,75,,8690000,10490000,True,lodoro.cl,https://www.lodoro.cl/products/la-vie-es-belle-by-lancome-edp-75-ml-mujer,2026-05-28
